id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
15010	routing protocols	-0.0848	0.2484	5	108	190	18	2022.6667	13.6667	0.6979
15013	rpl	-0.2138	0.2764	5	50	71	15	2021.6	33.9333	0.7794
15037	runtime	-0.1871	-0.6939	1	74	96	10	2021.5	45.3	1.3408
15053	safety	-0.0857	-0.1813	1	196	394	44	2022.6818	17.9545	1.0157
15096	satellite broadcasting	1.2822	0.4777	2	55	88	7	2022.7143	41.7143	2.3456
15104	satellite edge computing	1.0987	0.5132	2	62	110	13	2023.9231	17.1538	1.7281
15139	satellites	1.0584	0.1944	2	222	828	68	2023.8529	22.1765	1.896
15152	scalability	-0.3063	0.5093	4	235	583	61	2023.1803	17.4426	0.8943
15164	scale	0.4441	-0.626	2	57	74	10	2021.6	12.3	0.3389
15182	schedules	0.5043	-0.061	5	111	174	17	2022.6471	27.8824	0.9002
15183	scheduling	0.4913	0.5638	5	250	852	92	2022.587	22.9891	0.9417
15185	scheduling algorithms	0.4422	0.3545	5	96	159	16	2022.5625	31.25	1.5779
15197	scheme	-0.517	0.3045	4	545	2798	346	2021.9769	30.5376	1.0587
15220	sdn	-0.2841	0.5553	3	294	843	93	2021.3656	39.8602	1.2882
15237	search	-0.2883	0.0558	4	62	86	11	2022.9091	9.7273	0.6529
15245	search problems	0.7378	0.0005	5	76	104	10	2023.9	14.6	1.1739
15249	searchable encryption	-1.3648	0.197	4	38	73	10	2023.1	18.3	0.7108
15278	secure	-0.8118	0.3615	4	322	1111	128	2021.9609	38.3828	1.3936
15346	security	-0.6369	0.2735	4	780	8238	878	2021.9977	36.8269	1.5109
15351	security and privacy	-0.7078	0.5781	4	131	287	33	2021.7576	116.4545	2.4866
15412	selection	0.2717	0.0144	2	284	637	71	2022.1127	32.8451	1.3026
15495	semantics	-0.0511	-0.459	1	117	191	25	2022.2	17.32	0.787
15551	sensor	-0.6219	-0.408	1	208	451	67	2021.2239	43.6866	1.0668
15576	sensor networks	-0.113	0.0215	3	228	453	63	2020.873	28.3175	0.9305
15587	sensor systems	-0.1469	-0.431	1	71	90	10	2022.1	16.5	0.7207
15602	sensors	-0.115	-0.4866	1	595	2939	313	2022.4952	24.3578	1.0641
15629	server placement	0.8583	0.582	5	58	90	16	2022.8125	17.9375	1.1749
15637	serverless computing	-0.1633	0.8205	3	61	96	17	2023.1765	29.9412	2.1197
15641	servers	0.4367	-0.2148	2	882	13098	1155	2022.742	29.1065	1.4741
15642	service	-0.0834	0.5927	3	303	1022	110	2021.2818	71.1273	1.8608
15650	service caching	1.2302	0.0384	2	95	201	23	2023.5217	26.913	1.8091
15664	service deployment	0.4947	1.0107	5	87	165	18	2021.9444	19.1111	1.4411
15692	service migration	0.4597	0.7264	3	163	360	44	2022.0227	96.5	1.5902
15701	service orchestration	0.1247	1.276	5	56	95	10	2022.2	27.1	0.7491
15707	service placement	0.4832	0.8578	5	202	558	68	2022.5294	25.4853	1.1825
15719	service provisioning	0.691	0.6335	5	74	124	16	2021.5625	15.9375	0.7034
15725	service recommendation	-0.1866	0.9117	4	64	94	15	2021.3333	35.7333	1.1898
15733	service robots	-0.5895	-0.0143	3	64	96	7	2022.4286	35.4286	2.5371
15750	services	-0.1447	0.5037	3	224	458	56	2021.6607	25.2321	0.912
15856	signal processing	-0.5947	-0.8891	1	58	92	12	2022.8333	18.25	0.8325
15864	signal to noise ratio	0.6341	-0.741	2	103	146	16	2023.4375	18.0625	1.142
15900	simulation	-0.1441	0.6386	3	302	940	101	2021.5149	28.8812	1.0418
